objectid,parentid,title,creator,date,date-is-approximate?,entry_date,external_resources,address,description,space_syntax,subject,building_type,conservation_state,bibliography,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
bu006geo,bu006,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Rheinfelden.geojson' target='_blank'>Buchs.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,,,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Buchs.geojson,,,,
hi007,,Service Building,,1960,,,https://www.sbb.ch/en?nach=8430+Hinwil+Bahnhofplatz+1|SBB Journey Planner;https://www.wikidata.org/wiki/Q126341808|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Hinwil_Service_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/233086912|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/210097420_0/extendedHtmlPopup|EGID,"Bahnhofplatz 1, 8340 Hinwil","Service building, roof later added (to be expanded)",,Roof Shape,Rail Infrastructure,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/hi007/library|HI007 on Zotero,Hinwil,47.29986,8.84002,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/3/33/HI007_Hinwil_MaxVogt_20240602_180010.jpg,https://commons.wikimedia.org/w/thumb.php?f=HI007_Hinwil_MaxVogt_20240602_180010.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=HI007_Hinwil_MaxVogt_20240602_180010.jpg&w=400,,
hi007001,hi007,"Hinwil: Aufnahmegebäude, Güterschuppen und Kiosk, Lokomotivremise, Nebengebäude","Bauabteilung, Kreis III [BT 3 Hochbau], Urs Hilpertshauser",,,ca. 1920–1992,,,"Grundrisse, Aussenansichten und Detailansichten des Aufnahmegebäudes, des Güterschuppens und des Kioskes, Lokomotivremise, ca. 1920, Projekt für die UeBB, Grundriss, Längs- und Giebelansicht, Querschnitt, 1951 Umbau und Renovation der Lokomotivremise, Grundriss, Längsansicht, Querschnitt, 1951 Projekt einer neuen Lokmotivremise, Grundriss, Querschnitt, 1952 neues Dienstgebäude, Grundriss, Querschnitt, 1958 neues Dienstgebäude, Grundriss, Heizung",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=601023' target='_blank'>PL_169_00246</a>,Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=601023,,,,
hi007002,hi007,Bahnhof Hinwil,unknown,,,1975-07-26,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328569' target='_blank'>AIII_HI_2153</a>,Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328569&DEID=10&SQNZNR=1,,,,
hi007003,hi007,Bahnhof Hinwil,unknown,,,1975-07-26,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328568' target='_blank'>AIII_HI_2152</a>,Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328568&DEID=10&SQNZNR=1,,,,
hi007geo,hi007,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Hinwil.geojson' target='_blank'>Hinwil.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Hinwil.geojson,,,,
wil008,,Station Building,,1960,,,https://www.sbb.ch/en?nach=9500+Wil+SG+Bahnhofplatz+2|SBB Journey Planner;https://www.wikidata.org/wiki/Q128393443|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Wil_SG_Station_Building|Wikimedia Commons Category;https://www.openstreetmap.org/way/42435782|OpenStreetMap Object;https://api.geo.admin.ch/rest/services/ech/MapServer/ch.bfs.gebaeude_wohnungs_register/1060928_0/extendedHtmlPopup|EGID,"Bahnhofplatz 2–4, 9500 Wil SG",,,Building Height;Skylight,Passenger Facility,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/wil008/library|WIL008 on Zotero,Wil SG,47.46247,9.04103,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/5/5e/SBB_Historic_-_F_122_01187_005_-_Wil_Bahnhofgebaeude_Bahnseite.jpg,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_01187_005_-_Wil_Bahnhofgebaeude_Bahnseite.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=SBB_Historic_-_F_122_01187_005_-_Wil_Bahnhofgebaeude_Bahnseite.jpg&w=400,,
wil008001,wil008,Wil SG: Neubau Aufnahmegebäude und Bau einer zweiten Personenunterführung,unknown,,,1954–1957,,,Enthält u.a. Pläne,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=434078' target='_blank'>GD_BAU_2000/001_380_03</a>,Text;Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=434078,,,,
wil008002,wil008,Wil SG: Projekte für Neubauten im Bahnhof,unknown,,,1956–1957,,,"Enthält u.a. Pläne, Fotos",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=434079' target='_blank'>GD_BAU_2000/001_381_01/001_380_03</a>,Text;Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=434079,,,,
wil008003,wil008,Inventar historischer Bahnhöfe: Wil SG,<a href='https://foto-ch.ch/persons/detail/34321' target='_blank'>Hans-Peter Bärtschi</a>,,,1983,,,"Information zu Bauherrschaft, Umbauten und zusätzliche Gebäude, Schutzziel betreffend Erhaltung des Bahnhofs, Fotodokumentation, Bewertung der Ursprünglichkeit",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=539711' target='_blank'>GD_BAU_SBB64_0803</a>,Text;Image;StillImage,application/pdf,de,no license information,,pdf,https://www.sbbarchiv.ch/Dateien/113/D566945.pdf,,,,
wil008004,wil008,Bahnhof Wil SG,unknown,,,1961-09,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=241951' target='_blank'>K_0040_0003</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=241951&DEID=10&SQNZNR=1,,,,
wil008005,wil008,Bahnhof Wil SG,unknown,,,1961-09,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=241952' target='_blank'>K_0040_0004</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=241952&DEID=10&SQNZNR=1,,,,
wil008geo,wil008,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Wil.geojson' target='_blank'>Wil.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Wil.geojson,,,,
zvb009,,Depot G (Annex),,1960,,,https://www.sbb.ch/en?nach=8005+Zürich+Neugasse+145|SBB Journey Planner;https://www.wikidata.org/wiki/Q127925157|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Lokomotivdepot_G_(Zürich)|Wikimedia Commons Category;https://www.openstreetmap.org/way/28054957|OpenStreetMap Object,"Neugasse 145, 8005 Zürich",Vogt extended the Depot G building by adding a longer hall for TEE. To be expanded.,,Building Height,Rail Infrastructure,preserved,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/zvb009/library|ZVB009 on Zotero,Zürich,47.38445,8.52286,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/2/2c/Lokomotivdepot_G_Z%C3%BCrich.jpg,https://commons.wikimedia.org/w/thumb.php?f=Lokomotivdepot_G_Z%C3%BCrich.jpg&w=800,https://commons.wikimedia.org/w/thumb.php?f=Lokomotivdepot_G_Z%C3%BCrich.jpg&w=400,,
zvb009001,zvb009,"Depot G Zürich, Lokremisenerweiterung im Bau, im Hintergrund Abstellgleise",unknown,,,1959-01-17,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=486344' target='_blank'>F_108_01_06188</a>,Image;StillImage,image/jpeg,de,"CC BY SA 4.0, SBB Historic",https://creativecommons.org/licenses/by-sa/4.0/,record,https://www.sbbarchiv.ch/bild.aspx?VEID=486344&DEID=10&SQNZNR=1,,,,
zvb009002,zvb009,"Depot G Zürich, Lokremisenerweiterung im Bau",,,,1959-01-17,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=486345' target='_blank'>F_108_01_06189</a>,Image;StillImage,image/jpeg,de,"CC BY SA 4.0, SBB Historic",https://creativecommons.org/licenses/by-sa/4.0/,record,https://www.sbbarchiv.ch/bild.aspx?VEID=486345&DEID=10&SQNZNR=1,,,,
zvb009003,zvb009,Neubau Depot G Zürich mit Transeurop Express RAm TEE,unknown,,,1959-12-16,,,inside view,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=486373' target='_blank'>F_108_01_06900</a>,Image;StillImage,image/jpeg,de,"CC BY SA 4.0, SBB Historic",https://creativecommons.org/licenses/by-sa/4.0/,record,https://www.sbbarchiv.ch/bild.aspx?VEID=486373&DEID=10&SQNZNR=1,,,,
zvb009004,zvb009,Neubau Depot G Zürich mit elektrischen Rangierlokomotiven und Triebzug Trans Europ TEE der Deutschen Bahn DB,unknown,,,1961-03-29,,,inside view,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=486449' target='_blank'>F_108_01_07649</a>,Image;StillImage,image/jpeg,de,"CC BY SA 4.0, SBB Historic",https://creativecommons.org/licenses/by-sa/4.0/,record,https://www.sbbarchiv.ch/bild.aspx?VEID=486449&DEID=10&SQNZNR=1,,,,
zvb009005,zvb009,Erweiterung des Depot G Zürich,unknown,,,1958–1968,,,"Bilder: Gesamtansichten Zürich Hauptbahnhof, Bau-Stadium neue Halle Depot G, neues Magazin, Abschlusstor für TEE II Züge, Lichtschalter, Vorderansicht TEE II, Waschgleis, Inventarwagen auf Hebebühne, RADe 12/12 Nr. 1101 auf Hebebühne, Vorderansicht von Re 4/4 welches repariert werden muss, neues Musterbüro, Dehscheibe, altes Bürogebüde, neues Bürogebäude, Bauarbeiten, Aufbau des Depots.",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=688434' target='_blank'>F_108_05_40037_02</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=688434,,,,
zvb009006,zvb009,Neubau 2. Etappe Depot G Zürich,unknown,,,1965–1969,,,Bilder: verschiedene Baustände des Neubaus Depot G.,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=688436' target='_blank'>F_108_05_40037_04</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=688436,,,,
zvb009geo,zvb009,Morphological Clusters,Moritz Twente,,,2024-09,,,"This map shows morphological clusters in 1km<sup>2</sup> around Max Vogt's building. Each colour represents one cluster. The map was created with the urban morphology measurement toolkit <a href='https://docs.momepy.org/en/stable/index.html' target='_blank'>momepy</a>. Open the layer settings menu to show historical satellite imagery, railway tracks and other information on the map.",,Morphology,,,,,,,<a href='https://mtwente.github.io/maxvogt-analysis/' target='_blank'>maxvogt-analysis</a>,<a href='https://github.com/mtwente/maxvogt-analysis/blob/main/data/raw/Zürich-Vorbahnhof.geojson' target='_blank'>Zürich-Vorbahnhof.geojson</a>,<a href='http://purl.org/dc/dcmitype/Dataset' target='_blank'>Dataset</a>,application/geo+json,,"CC BY-SA 4.0, Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,geodata,https://raw.githubusercontent.com/mtwente/maxvogt-analysis/refs/heads/main/data/raw/Zürich-Vorbahnhof.geojson,,,,
ef010,,Station Building,,1961,,,https://www.sbb.ch/en?nach=8307+Effretikon+Bahnhofstrasse+20|SBB Journey Planner;https://www.wikidata.org/wiki/Q126343009|Wikidata Item;https://commons.wikimedia.org/wiki/Category:Effretikon Station Building |Wikimedia Commons Category;https://www.openstreetmap.org/way/10698615|OpenStreetMap Object,"Bahnhofstrasse 20–26, 8307 Effretikon",,,Building Height;Building Positioning;Vertical Wall Openings,Passenger Facility;Apartments,renewed,https://www.zotero.org/groups/5400359/sbb-max-vogt/tags/ef010/library|EF010 on Zotero,Effretikon,47.42582,8.68657,,,record,compound_object,eng,,,compound_object,https://upload.wikimedia.org/wikipedia/commons/9/90/Bahnhof_Effretikon.JPG,https://commons.wikimedia.org/w/thumb.php?f=Bahnhof_Effretikon.JPG&w=800,https://commons.wikimedia.org/w/thumb.php?f=Bahnhof_Effretikon.JPG&w=400,,
ef010001,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328352' target='_blank'>AIII_EF_0912</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328352&DEID=10&SQNZNR=1,,,,
ef010002,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328353' target='_blank'>AIII_EF_0913</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328353&DEID=10&SQNZNR=1,,,,
ef010003,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328354' target='_blank'>AIII_EF_0914</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328354&DEID=10&SQNZNR=1,,,,
ef010004,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328355' target='_blank'>AIII_EF_0915</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328355&DEID=10&SQNZNR=1,,,,
ef010005,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328356' target='_blank'>AIII_EF_0916</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328356&DEID=10&SQNZNR=1,,,,
ef010006,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328357' target='_blank'>AIII_EF_0917</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328357&DEID=10&SQNZNR=1,,,,
ef010007,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328358' target='_blank'>AIII_EF_0918</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328358&DEID=10&SQNZNR=1,,,,
ef010008,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328359' target='_blank'>AIII_EF_0919</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328359&DEID=10&SQNZNR=1,,,,
ef010009,ef010,Bahnhof Effretikon,unknown,,,1968-03-24,,,,,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=328361' target='_blank'>AIII_EF_0921</a>,Image;StillImage,image/jpeg,de,no license information,,record,https://www.sbbarchiv.ch/bild.aspx?VEID=328361&DEID=10&SQNZNR=1,,,,
ef010010,ef010,Effretikon: Neubau der Bahnhofanlage,unknown,,,1957,,,"enthält u.a. Korrespondenzen, Pläne",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=432198' target='_blank'>GD_BAU_2005/005_841_04</a>,Text;Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=432198,,,,
ef010011,ef010,Inventar historischer Bahnhöfe: Effretikon,<a href='https://foto-ch.ch/persons/detail/34321' target='_blank'>Hans-Peter Bärtschi</a>,,,1983,,,"Dossier im SBB-Archiv, dortige Beschreibung: Information zu Bauherrschaft, Umbauten und zusätzliche Gebäude, Schutzziel betreffend Erhaltung des Bahnhofs, Fotodokumentation, Bewertung der Ursprünglichkeit",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=539226' target='_blank'>GD_BAU_SBB64_0579</a>,Text;Image;StillImage,application/pdf,de,no license information,,pdf,https://www.sbbarchiv.ch/Dateien/113/D565759.pdf,,,,
ef010012,ef010,Effretikon: Aufnahmegebäude und Nebengebäude,"Bauabteilung, Kreis III [BT 3 Hochbau]",,,1959–1997,,,"Grundrisse, Aussenansichten und Detailansichten des Aufnahmegebäudes, des Kioskes, des Stationsbüros, des Wohntraktes und der Fahrradhalle. Pausen.",,,,,,,,,<a href='https://www.sbbhistoric.ch/sammlungen-archive' target='_blank'>SBB Historic</a>,<a href='https://www.sbbarchiv.ch/detail.aspx?ID=600940' target='_blank'>PL_169_00163</a>,Text;Image;StillImage,record,de,no license information,,record,https://www.sbbarchiv.ch/detail.aspx?ID=600940,,,,
